UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
072934692408,07293469240,72606,,CASBAH,CASBAH MIX PILAF RICE,7.000,OZ,8,15.280,2.79,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000009,7.00,7.870,4.500
098308002109,09830800210,72625,,BETTER THAN BOU,BETTER THAN BOUILLON BASE BOUILLON TURKEY,8.000,OZ,6,25.500,6.09,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000009,6.12,3.620,6.000
670171119025,67017111902,72663,,KERNEL SEASONS,KERNEL SEASONS SSNNG BUFFALO WING,2.400,OZ,6,17.040,4.09,Specialty Groce,CHIPS & PRETZEL,RTE POPCORN,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000006,4.25,5.120,1.500
670171119070,67017111907,72666,,KERNEL SEASONS,KERNEL SEASONS SEASONING BACON CHEDDAR,2.850,OZ,6,17.040,4.09,Specialty Groce,CHIPS & PRETZEL,RTE POPCORN,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000006,4.25,5.120,1.620
024600010986,02460001098,72676,,MORTONS,MORTONS SALT & PEPPER SHAKERS 2PK,5.250,OZ,12,28.200,3.39,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,6.75,3.750,4.900
015839008257,01583900825,72710,,GARDEN OF EATIN,GARDEN OF EATIN CHIP TRTLA YELW CORN,16.00,OZ,12,61.800,7.39,Natural Grocery,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000023,15.69,14.240,14.240
089156001369,08915600136,72755,,SANTA BARBARA,SANTA BARBARA OLIVE STFD BLUE CHS,5.000,OZ,6,31.920,7.69,Specialty Groce,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.750,6.000
072058610739,07205861073,72838,,ORRINGTON FARMS,ORRINGTON FARMS SSNNG SLWCOOKR TENDER POT ROA,2.500,OZ,12,18.960,2.29,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,4.50,6.630,1.870
072058610746,07205861074,72839,,ORRINGTON FARMS,ORRINGTON FARMS SSNNG SLWCOOKR VEG BEEF STEW,2.500,OZ,12,18.960,2.29,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,4.50,6.630,1.870
072058610753,07205861075,72841,,ORRINGTON FARMS,ORRINGTON FARMS SSNNG SLWCOOKR BBQ PORK ROAST,2.500,OZ,12,18.960,2.29,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,4.50,6.630,1.870
071072003329,07107200332,72886,,ALESSI,ALESSI GNOCCHI GLUTEN FREE,12.00,OZ,12,34.680,4.19,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000016,8.05,6.600,13.500
070617006238,07061700623,72944,,BARBARAS,BARBARAS CEREAL PUFFINS PNUT BTR,11.00,OZ,12,55.080,6.59,Natural Grocery,COLD CEREAL,ADULT & FAMILY CEREA,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000015,13.00,11.560,11.140
071828001111,07182800111,73002,,BEAVER,BEAVER HORSERADISH CREAM STYLE,4.000,OZ,12,20.040,2.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.30,4.500,6.600
071828001418,07182800141,73003,,BEAVER,BEAVER HORSERADISH SAUCE,4.000,OZ,12,20.040,2.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.50,4.500,6.960
071828001012,07182800101,73004,,BEAVER,BEAVER HORSERADISH XHOT,4.000,OZ,12,20.040,2.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.50,4.500,6.720
812907010361,81290701036,73032,,NATIERRA,NATIERRA SALT PINK SHAKER,6.000,OZ,6,24.480,5.89,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,5.00,4.000,3.000
812907013041,81290701304,73041,,NATIERRA,NATIERRA SALT PINK SHAKER,13.00,OZ,6,49.440,11.79,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000008,6.00,5.000,6.750
812907013058,81290701305,73042,,NATIERRA,NATIERRA SALT PINK GRINDER,3.000,OZ,6,28.260,6.79,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,4.20,4.800,3.280
074880070217,07488007021,73077,,SUNBIRD,SUNBIRD MIX SAUCE HNY SSME CHKN,.870,OZ,24,23.760,1.49,Specialty Groce,SPICES SEASONIN,MAINSTREAM,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000008,5.63,5.380,1.750
636046354014,63604635401,73078,,HARNEY & SONS,HARNEY & SONS TEA HOT CNNMN SPICE,20.00,BG,4,22.880,8.19,Natural Grocery,TEA,BLACK TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000007,7.75,5.100,1.500
636046354090,63604635409,73081,,HARNEY & SONS,HARNEY & SONS TEA PARIS WHITE SACHET,20.00,BG,4,22.880,8.19,Natural Grocery,TEA,BLACK TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000007,7.75,5.100,1.500
070132001008,07013200100,73192,,JUANITAS,JUANITAS MENUDO,15.00,OZ,12,45.840,5.49,Specialty Groce,AUTHENTIC MEXIC,SS SOUP CHILI BROTH,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.25,5.000,13.500
022506135635,02250613563,73305,,SPECTRUM NATURA,SPECTRUM NATURALS OIL COCONUT VIRGIN ORG,29.00,FO,6,96.480,22.99,Natural Grocery,OILS,COCONUT OIL,OILS & VINEGARS,NATURAL GROCERY,100,ACTIVE,0000006,9.00,13.060,16.650
847972000009,84797200000,73306,,MALDON,MALDON SEA SALT CRYSTAL,8.500,OZ,12,52.680,6.29,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000014,8.00,5.500,7.600
837328001057,83732800105,73344,,HAKUBAKU,HAKUBAKU RAMEN NDLE,9.500,OZ,8,22.000,3.99,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000009,2.95,8.380,5.200
892773000864,89277300086,73373,,ANGIES,ANGIES POPCORN BOOMCHKA SEASLT,4.800,OZ,12,37.080,4.49,Natural Grocery,CHIPS & PRETZEL,RTE POPCORN,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000022,15.25,12.000,5.540
089036422802,08903642280,73451,,TORANI,TORANI SYRUP VANILLA,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000005,5.31,9.000,4.500
089036422659,08903642265,73452,,TORANI,TORANI SYRUP RASPBERRY,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.500
089036422000,08903642200,73453,,TORANI,TORANI SYRUP HAZELNUT,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.750
089036421430,08903642143,73455,,TORANI,TORANI SYRUP CARMEL,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.750
089036421478,08903642147,73456,,TORANI,TORANI SYRUP CHOC WHITE,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.750
089036442008,08903644200,73457,,TORANI,TORANI SYRUP SF HZLNUT,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.500
089036442800,08903644280,73458,,TORANI,TORANI SYRUP SF VANILLA,12.70,FO,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.500
089836185105,08983618510,73466,,SIMPLY ORGANIC,SIMPLY ORGANIC BTL ALL PURPOSE,2.080,OZ,6,26.280,6.29,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,4.25,4.750,2.770
089836185112,08983618511,73467,,SIMPLY ORGANIC,SIMPLY ORGANIC SSNNG ALL SALT BTTL,4.730,OZ,6,23.160,5.59,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,4.25,4.750,3.810
089836185136,08983618513,73468,,SIMPLY ORGANIC,SIMPLY ORGANIC BTL CINNAMON,2.450,OZ,6,26.340,6.29,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,4.25,4.750,2.920
089836185174,08983618517,73469,,SIMPLY ORGANIC,SIMPLY ORGANIC SSNNG GARLIC SALT BTTL,4.700,OZ,6,26.580,6.39,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,4.25,4.750,3.800
089836185211,08983618521,73470,,SIMPLY ORGANIC,SIMPLY ORGANIC SSNNG OREGANO ORG BTTL,.750,OZ,6,22.680,5.49,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,4.25,4.750,2.250
819573011715,81957301171,948,,HAPPY TOT,HAPPY TOT STAGE4 PEAR RSPBRY BTTRN ORG,4.000,OZ,16,26.720,2.39,Natural Grocery,BABY FOOD,PUREES & MASHES,BABY FOOD,NATURAL GROCERY,100,ACTIVE,0000006,9.56,7.000,4.900
064144080045,06414408004,1004,,WHEATENA,WHEATENA CEREAL WHEATENA,20.00,OZ,12,38.760,4.69,Specialty Groce,HOT CEREAL,HOT CEREAL INSTANT,HOT CEREAL,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,7.50,8.000,17.500
819573011739,81957301173,1022,,HAPPY TOT,HAPPY TOT STAGE4 PEAR BLBRY SPNCH ORG,4.000,OZ,16,26.720,2.39,Natural Grocery,BABY FOOD,PUREES & MASHES,BABY FOOD,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,9.56,7.000,4.900
011152149585,01115214958,1029,,NISHIKI,NISHIKI RICE BROWN,2.000,LB,12,34.680,4.19,Specialty Groce,BEANS GRAINS RI,MAINSTREAM,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000017,9.25,6.250,25.440
055712025711,05571202571,1041,,ALPEN,ALPEN CEREAL MUESLI ORGNL W RAISINS,14.00,OZ,12,55.440,6.69,Natural Grocery,COLD CEREAL,GRANOLA & MUESLI,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,12.020
055712025728,05571202572,1042,,ALPEN,ALPEN CEREAL MUESLI NO SGR,14.00,OZ,12,55.440,6.69,Natural Grocery,COLD CEREAL,GRANOLA & MUESLI,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,12.020
074880020021,07488002002,1129,,S & B,S & B PASTE WASABI TUBE PREM,1.520,OZ,10,21.900,3.19,Specialty Groce,CONDIMENTS DRES,AUTHENTIC,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,12.00,6.500,13.000
047997123053,04799712305,1165,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG BLCKND REDFISH,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000003,5.20,5.400,11.040
047997123206,04799712320,1167,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG SEAFOOD,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,10.560
047997123350,04799712335,1175,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG BLCKND STEAK,1.800,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,10.560
047997123305,04799712330,1177,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG PORK VEAL,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,11.040
047997123152,04799712315,1178,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG POULTRY,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,11.040
047997123251,04799712325,1180,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG VEGETABLE,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,10.560
070444912085,07044491208,1193,,MRS STEWARTS,MRS STEWARTS MRS. STEWARTS BLUING,8.000,OZ,12,28.080,3.39,General Merchan,CLEANING PRODUC,LIQUID LAUNDRY PRODU,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000010,6.40,7.100,8.040
027443360034,02744336003,1199,,NO SALT SALT AL,NO SALT SALT ALTERNATIVE SALT ALTERNATIVE,11.00,OZ,12,69.720,8.39,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,7.75,6.000,9.720
072155000051,07215500005,1210,,PICKAPEPPA,PICKAPEPPA SAUCE ORIGINAL,5.000,OZ,6,22.500,5.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,3.94,7.170,4.430
071137012099,07113701209,1211,,HOMADE,HOMADE SAUCE CHILI,12.00,OZ,12,37.560,4.49,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000014,11.00,4.500,14.000
020662000132,02066200013,1233,,NEWMANS OWN,NEWMANS OWN POPCORN MICROWAVE REG,10.50,OZ,12,33.840,4.09,Natural Grocery,CHIPS & PRETZEL,MICROWAVE/UNPOPPED P,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000013,7.80,9.800,10.560
076406021802,07640602180,1248,,JUMEX,JUMEX NECTAR MANGO,11.30,OZ,24,21.360,1.29,Specialty Groce,AUTHENTIC MEXIC,SINGLE TYPE JUICE,SINGLE TYPE JUICE,SPECIALTY GROCERY,100,ACTIVE,0000016,10.63,4.630,19.800
047997123107,04799712310,1323,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG MEAT,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,7.00,6.000,10.800
070871002007,07087100200,1363,,RAYS,RAYS CHILI ORGNL BEAN,15.00,OZ,12,47.040,5.69,Specialty Groce,SS SOUP CHILI B,CHILI,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000011,9.25,4.680,13.500
051614520507,05161452050,1377,,ALBERTOS,ALBERTOS NOODLE EGG MEDIUM,16.00,OZ,6,22.620,5.39,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,9.50,8.500,6.500
051614520514,05161452051,1378,,ALBERTOS,ALBERTOS NOODLE EGG WIDE,16.00,OZ,6,22.620,5.39,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000014,9.50,8.500,6.500
041570015902,04157001590,1380,,BLUE DIAMOND,BLUE DIAMOND ALMOND SMK TINS,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,2.750,6.000
041570003831,04157000383,1463,,BLUE DIAMOND,BLUE DIAMOND ALMOND WH NATL TN,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,2.750,6.000
041570029701,04157002970,1464,,BLUE DIAMOND,BLUE DIAMOND ALMOND RST SALT TINS,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000008,11.00,2.000,5.880
011152025391,01115202539,1484,,DYNASTY,DYNASTY MUSTARD VERY HOT,4.000,OZ,12,28.080,3.39,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.75,4.750,6.480
074880060034,07488006003,1495,,S & B,S & B MUSTARD PWDR ORIENTAL HOT,3.000,OZ,12,40.200,4.79,Specialty Groce,SPICES SEASONIN,AUTHENTIC,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,16.25,7.000,23.040
074880060027,07488006002,1498,,S & B,S & B CURRY PWDR ORIENTAL,3.000,OZ,6,23.940,5.79,Specialty Groce,SPICES SEASONIN,AUTHENTIC,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,16.25,7.000,23.040
011152096308,01115209630,1514,,DYNASTY,DYNASTY SAUCE PLUM,7.000,OZ,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,6.75,4.500,9.960
070670009351,07067000935,1555,,REESE,REESE ASPARAGUS WHITE GLASS,11.60,OZ,6,29.520,7.09,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000010,7.48,7.480,16.400
041653456783,04165345678,1578,,UNCLE SAM,UNCLE SAM CEREAL ORIGINAL,10.00,OZ,12,44.160,5.29,Natural Grocery,COLD CEREAL,ADULT & FAMILY CEREA,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,9.610
041570072561,04157007256,1607,,BLUE DIAMOND,BLUE DIAMOND ALMOND HONEY ROASTED,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,3.000,5.880
051381911836,05138191183,1644,,AURA CACIA,AURA CACIA ESS OIL EUCALYPTUS,2.000,OZ,1,11.210,16.09,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,6.00,4.500,2.880
051381911843,05138191184,1645,,AURA CACIA,AURA CACIA ESS OIL LAVENDER,2.000,OZ,1,23.370,33.39,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000008,6.00,5.000,2.880
051381911898,05138191189,1646,,AURA CACIA,AURA CACIA ESS OIL PPPRMNT,2.000,OZ,1,16.250,23.29,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,5.25,4.670,3.000
051381911928,05138191192,1647,,AURA CACIA,AURA CACIA ESS OIL TTREE,2.000,OZ,1,15.710,22.49,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,4.50,4.250,3.000
048001703063,04800170306,1833,,KNORR,KNORR MIX SCE CLSC BEARNAISE,.900,OZ,12,13.800,1.69,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,1.830
070351180225,07035118022,1978,,KENTUCKY KERNAL,KENTUCKY KERNAL FLOUR SEASONED,22.00,OZ,6,20.460,4.89,Specialty Groce,BAKING INGREDIE,FLOUR - OTHER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,12.75,9.000,18.960
070351180126,07035118012,1980,,KENTUCKY KERNAL,KENTUCKY KERNAL FLOUR SEASONED,10.00,OZ,12,26.760,3.19,Specialty Groce,BAKING INGREDIE,FLOUR - OTHER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,10.75,7.870,9.000
071105000011,07110500001,2116,,AK MAK,AK MAK CRACKER WHLWHT 100% SESAME,4.150,OZ,12,28.560,3.49,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,11.50,5.000,4.200
070670001317,07067000131,2124,,REESE,REESE CROUTON CHDR CHS,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
070670001324,07067000132,2125,,REESE,REESE CROUTON CAESAR SALAD,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
070670001331,07067000133,2126,,REESE,REESE CROUTON SSND,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
070670001348,07067000134,2127,,REESE,REESE CROUTON ONION & GARLIC,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
667803000707,66780300070,2143,,COLMANS,COLMANS MUSTARD DRY,2.000,OZ,12,39.480,4.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000018,8.82,10.470,30.240
667803000752,66780300075,2144,,COLMANS,COLMANS MUSTARD DRY,4.000,OZ,12,64.800,7.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,66.00,4.750,56.000
033617322616,03361732261,2187,,WASA,WASA CRISPBREAD RYE LITE,9.500,OZ,12,34.440,4.19,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000015,14.00,4.500,8.160
033617340610,03361734061,2190,,WASA,WASA CRISPBREAD RYE SOUDOUGH,9.700,OZ,12,34.440,4.19,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000015,14.25,5.000,8.040
041756080106,04175608010,2366,,SACO,SACO COCOA BAKING PREM,10.00,OZ,12,44.640,5.39,Specialty Groce,BAKING INGREDIE,COCOA POWDER BUTTER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000013,9.00,8.000,9.500
041390011108,04139001110,2394,,KIKKOMAN,KIKKOMAN GLAZE TERIYAKI BASTE,12.00,OZ,12,35.280,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000010,7.63,7.630,14.210
071072013618,07107201361,2405,,VIGO,VIGO BREADCRUMB ITAL,16.00,OZ,12,25.200,3.09,Specialty Groce,SPICES SEASONIN,BREAD CRUMBS STUFFIN,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,12.50,6.500,15.500
070670006763,07067000676,2495,,REESE,REESE CAPER CAPOTE,3.500,OZ,12,18.960,2.29,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.000,6.480
070670000013,07067000001,2502,,REESE,REESE CAPER NONPAREIL,3.500,OZ,12,24.480,2.99,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.000,6.600
070670000587,07067000058,2508,,TY LING,TY LING COOKIE FORTUNE,3.500,OZ,12,30.240,3.69,Specialty Groce,COOKIES DESSERT,MAINSTREAM,COOKIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,11.00,7.750,4.320
075820000004,07582000000,2513,,SPIKE,SPIKE SSNNG MAGIC ORIGINAL,3.000,OZ,6,13.380,3.19,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000012,8.25,5.000,12.000
